threshold,tar,far
0.87001967,0.63700000,0.33766667
0.87020141,0.63700000,0.33733333
0.87026954,0.63666667,0.33733333
0.87027538,0.63666667,0.33700000
0.87039834,0.63633333,0.33700000
0.87051404,0.63600000,0.33700000
0.87056613,0.63566667,0.33700000
0.87068737,0.63566667,0.33666667
0.87071115,0.63566667,0.33633333
0.87075132,0.63533333,0.33633333
0.87081897,0.63533333,0.33600000
0.87084663,0.63500000,0.33600000
0.87088525,0.63466667,0.33600000
0.87091255,0.63466667,0.33566667
0.87093419,0.63466667,0.33533333
0.87094653,0.63433333,0.33533333
0.87114620,0.63400000,0.33533333
0.87115043,0.63366667,0.33533333
0.87115216,0.63333333,0.33533333
0.87122786,0.63333333,0.33500000
0.87127376,0.63333333,0.33466667
0.87128699,0.63333333,0.33433333
0.87134326,0.63333333,0.33400000
0.87136924,0.63300000,0.33400000
0.87143207,0.63300000,0.33366667
0.87149477,0.63300000,0.33333333
0.87151510,0.63300000,0.33300000
0.87153208,0.63300000,0.33266667
0.87171924,0.63300000,0.33233333
0.87173337,0.63300000,0.33200000
0.87178499,0.63300000,0.33166667
0.87183535,0.63300000,0.33133333
0.87183875,0.63300000,0.33100000
0.87190855,0.63300000,0.33066667
0.87194002,0.63266667,0.33066667
0.87195802,0.63266667,0.33033333
0.87199366,0.63266667,0.33000000
0.87200397,0.63233333,0.33000000
0.87202835,0.63200000,0.33000000
0.87206239,0.63166667,0.33000000
0.87207556,0.63166667,0.32966667
0.87209332,0.63133333,0.32966667
0.87214446,0.63133333,0.32933333
0.87219173,0.63133333,0.32900000
0.87221479,0.63100000,0.32900000
0.87225854,0.63100000,0.32866667
0.87228179,0.63066667,0.32866667
0.87232590,0.63066667,0.32833333
0.87232947,0.63033333,0.32833333
0.87234890,0.63033333,0.32800000
0.87241924,0.63000000,0.32800000
0.87244368,0.63000000,0.32766667
0.87245393,0.62966667,0.32766667
0.87248397,0.62966667,0.32733333
0.87252188,0.62933333,0.32733333
0.87263054,0.62900000,0.32733333
0.87270403,0.62866667,0.32733333
0.87273395,0.62866667,0.32700000
0.87284809,0.62833333,0.32700000
0.87296629,0.62833333,0.32666667
0.87297153,0.62800000,0.32666667
0.87302774,0.62800000,0.32633333
0.87303686,0.62800000,0.32600000
0.87311089,0.62800000,0.32566667
0.87315351,0.62766667,0.32566667
0.87316060,0.62766667,0.32533333
0.87316436,0.62733333,0.32533333
0.87317950,0.62733333,0.32500000
0.87319911,0.62733333,0.32466667
0.87320584,0.62733333,0.32433333
0.87320882,0.62733333,0.32400000
0.87321025,0.62700000,0.32400000
0.87323856,0.62700000,0.32366667
0.87324989,0.62666667,0.32366667
0.87327135,0.62666667,0.32333333
0.87343216,0.62633333,0.32333333
0.87343544,0.62633333,0.32300000
0.87347335,0.62600000,0.32300000
0.87352365,0.62600000,0.32266667
0.87357336,0.62566667,0.32266667
0.87361252,0.62566667,0.32233333
0.87362015,0.62533333,0.32233333
0.87362212,0.62500000,0.32233333
0.87375951,0.62500000,0.32200000
0.87376940,0.62466667,0.32200000
0.87379020,0.62433333,0.32200000
0.87385952,0.62433333,0.32166667
0.87390602,0.62433333,0.32133333
0.87395650,0.62433333,0.32100000
0.87402761,0.62400000,0.32100000
0.87403822,0.62400000,0.32066667
0.87413156,0.62366667,0.32066667
0.87413776,0.62366667,0.32033333
0.87416947,0.62366667,0.32000000
0.87423241,0.62366667,0.31966667
0.87423718,0.62333333,0.31966667
0.87435210,0.62333333,0.31933333
0.87438977,0.62333333,0.31900000
0.87457210,0.62333333,0.31866667
0.87457573,0.62333333,0.31833333
0.87463117,0.62300000,0.31833333
0.87469268,0.62300000,0.31800000
0.87471068,0.62266667,0.31800000
0.87472844,0.62266667,0.31766667
0.87477028,0.62266667,0.31733333
0.87489021,0.62233333,0.31733333
0.87495583,0.62200000,0.31733333
0.87500751,0.62166667,0.31733333
0.87506628,0.62166667,0.31700000
0.87506652,0.62166667,0.31666667
0.87509072,0.62166667,0.31633333
0.87514520,0.62166667,0.31600000
0.87519610,0.62166667,0.31566667
0.87524021,0.62133333,0.31566667
0.87531495,0.62100000,0.31566667
0.87538862,0.62066667,0.31566667
0.87540317,0.62033333,0.31566667
0.87543911,0.62033333,0.31533333
0.87544662,0.62033333,0.31500000
0.87550658,0.62033333,0.31466667
0.87551528,0.62033333,0.31433333
0.87561244,0.62033333,0.31400000
0.87562507,0.62033333,0.31366667
0.87565851,0.62000000,0.31366667
0.87570959,0.61966667,0.31366667
0.87578058,0.61966667,0.31333333
0.87592292,0.61966667,0.31300000
0.87592649,0.61966667,0.31266667
0.87593192,0.61966667,0.31233333
0.87594932,0.61966667,0.31200000
0.87611151,0.61933333,0.31200000
0.87615484,0.61900000,0.31200000
0.87619257,0.61866667,0.31200000
0.87619936,0.61866667,0.31166667
0.87619996,0.61866667,0.31133333
0.87629843,0.61833333,0.31133333
0.87633824,0.61833333,0.31100000
0.87640607,0.61833333,0.31066667
0.87642062,0.61833333,0.31033333
0.87660718,0.61833333,0.31000000
0.87662286,0.61800000,0.31000000
0.87665695,0.61800000,0.30966667
0.87673438,0.61766667,0.30966667
0.87678128,0.61733333,0.30966667
0.87680292,0.61733333,0.30933333
0.87684941,0.61733333,0.30900000
0.87687874,0.61700000,0.30900000
0.87695098,0.61666667,0.30900000
0.87695706,0.61633333,0.30900000
0.87706345,0.61600000,0.30900000
0.87708968,0.61600000,0.30866667
0.87720764,0.61600000,0.30833333
0.87723613,0.61600000,0.30800000
0.87724197,0.61566667,0.30800000
0.87724972,0.61566667,0.30766667
0.87730920,0.61533333,0.30766667
0.87735182,0.61533333,0.30733333
0.87735581,0.61500000,0.30733333
0.87736833,0.61500000,0.30700000
0.87739325,0.61466667,0.30700000
0.87739718,0.61433333,0.30700000
0.87741709,0.61400000,0.30700000
0.87742817,0.61366667,0.30700000
0.87746489,0.61333333,0.30700000
0.87746716,0.61333333,0.30666667
0.87748516,0.61333333,0.30633333
0.87748581,0.61333333,0.30600000
0.87750983,0.61333333,0.30566667
0.87753046,0.61300000,0.30566667
0.87753701,0.61300000,0.30533333
0.87755847,0.61300000,0.30500000
0.87757075,0.61266667,0.30500000
0.87758148,0.61266667,0.30466667
0.87759084,0.61266667,0.30433333
0.87760496,0.61233333,0.30433333
0.87763792,0.61200000,0.30433333
0.87763941,0.61166667,0.30433333
0.87772697,0.61133333,0.30433333
0.87772745,0.61100000,0.30433333
0.87774253,0.61066667,0.30433333
0.87797451,0.61033333,0.30433333
0.87797546,0.61000000,0.30433333
0.87799203,0.60966667,0.30433333
0.87800610,0.60933333,0.30433333
0.87806541,0.60933333,0.30400000
0.87809867,0.60900000,0.30400000
0.87810206,0.60900000,0.30366667
0.87821257,0.60866667,0.30366667
0.87821394,0.60833333,0.30366667
0.87824124,0.60800000,0.30366667
0.87831658,0.60766667,0.30366667
0.87838095,0.60766667,0.30333333
0.87839633,0.60766667,0.30300000
0.87850714,0.60733333,0.30300000
0.87850726,0.60700000,0.30300000
0.87852550,0.60700000,0.30266667
0.87852669,0.60666667,0.30266667
0.87858868,0.60633333,0.30266667
0.87858927,0.60600000,0.30266667
0.87859875,0.60600000,0.30233333
0.87873280,0.60600000,0.30200000
0.87873757,0.60600000,0.30166667
0.87875009,0.60566667,0.30166667
0.87879455,0.60533333,0.30166667
0.87883234,0.60500000,0.30166667
0.87889123,0.60466667,0.30166667
0.87898052,0.60433333,0.30166667
0.87898833,0.60400000,0.30166667
0.87901503,0.60366667,0.30166667
0.87906969,0.60366667,0.30133333
0.87910020,0.60366667,0.30100000
0.87910116,0.60333333,0.30100000
0.87912905,0.60333333,0.30066667
0.87931156,0.60300000,0.30066667
0.87934530,0.60266667,0.30066667
0.87936026,0.60266667,0.30033333
0.87953007,0.60266667,0.30000000
0.87953055,0.60233333,0.30000000
0.87961996,0.60200000,0.30000000
0.87962019,0.60200000,0.29966667
0.87973255,0.60166667,0.29966667
0.87982494,0.60166667,0.29933333
0.87982750,0.60133333,0.29933333
0.87983668,0.60100000,0.29933333
0.87985134,0.60100000,0.29900000
0.87985998,0.60100000,0.29866667
0.87989920,0.60066667,0.29866667
0.87992764,0.60066667,0.29833333
0.87993765,0.60033333,0.29833333
0.87994486,0.60033333,0.29800000
0.87998402,0.60000000,0.29800000
0.88009536,0.60000000,0.29766667
0.88028890,0.60000000,0.29733333
0.88030791,0.60000000,0.29700000
0.88037801,0.59966667,0.29700000
0.88039428,0.59966667,0.29666667
0.88039875,0.59933333,0.29666667
0.88040715,0.59933333,0.29633333
0.88042653,0.59933333,0.29600000
0.88053441,0.59900000,0.29600000
0.88058865,0.59900000,0.29566667
0.88059092,0.59900000,0.29533333
0.88064802,0.59866667,0.29533333
0.88070643,0.59833333,0.29533333
0.88071871,0.59833333,0.29500000
0.88085091,0.59800000,0.29500000
0.88088286,0.59800000,0.29466667
0.88093078,0.59800000,0.29433333
0.88094312,0.59766667,0.29433333
0.88105345,0.59733333,0.29433333
0.88107699,0.59733333,0.29400000
0.88107818,0.59700000,0.29400000
0.88108921,0.59700000,0.29366667
0.88112390,0.59700000,0.29333333
0.88115358,0.59666667,0.29333333
0.88120568,0.59633333,0.29333333
0.88136363,0.59600000,0.29333333
0.88146383,0.59600000,0.29300000
0.88152134,0.59600000,0.29266667
0.88154620,0.59566667,0.29266667
0.88162160,0.59533333,0.29266667
0.88174379,0.59500000,0.29266667
0.88175362,0.59500000,0.29233333
0.88177532,0.59500000,0.29200000
0.88177538,0.59466667,0.29200000
0.88178581,0.59433333,0.29200000
0.88184500,0.59433333,0.29166667
0.88196230,0.59433333,0.29133333
0.88206381,0.59433333,0.29100000
0.88208568,0.59400000,0.29100000
0.88215208,0.59366667,0.29100000
0.88218164,0.59333333,0.29100000
0.88220608,0.59333333,0.29066667
0.88237637,0.59333333,0.29033333
0.88249385,0.59300000,0.29033333
0.88249528,0.59266667,0.29033333
0.88251549,0.59233333,0.29033333
0.88264781,0.59200000,0.29033333
0.88268656,0.59166667,0.29033333
0.88273573,0.59166667,0.29000000
0.88280892,0.59166667,0.28966667
0.88286591,0.59133333,0.28966667
0.88286978,0.59133333,0.28933333
0.88290083,0.59133333,0.28900000
0.88292879,0.59133333,0.28866667
0.88296354,0.59100000,0.28866667
0.88297856,0.59066667,0.28866667
0.88300741,0.59066667,0.28833333
0.88303006,0.59033333,0.28833333
0.88314378,0.59033333,0.28800000
0.88333452,0.59000000,0.28800000
0.88335270,0.59000000,0.28766667
0.88350713,0.58966667,0.28766667
0.88355064,0.58933333,0.28766667
0.88358420,0.58900000,0.28766667
0.88368005,0.58866667,0.28766667
0.88369834,0.58833333,0.28766667
0.88379061,0.58800000,0.28766667
0.88387173,0.58766667,0.28766667
0.88388729,0.58733333,0.28766667
0.88389808,0.58700000,0.28766667
0.88390529,0.58666667,0.28766667
0.88390636,0.58666667,0.28733333
0.88397419,0.58633333,0.28733333
0.88397551,0.58633333,0.28700000
0.88398075,0.58633333,0.28666667
0.88401854,0.58633333,0.28633333
0.88402343,0.58600000,0.28633333
0.88407081,0.58600000,0.28600000
0.88410378,0.58600000,0.28566667
0.88413441,0.58566667,0.28566667
0.88418984,0.58566667,0.28533333
0.88421845,0.58566667,0.28500000
0.88422662,0.58566667,0.28466667
0.88430303,0.58566667,0.28433333
0.88437033,0.58533333,0.28433333
0.88442612,0.58533333,0.28400000
0.88444471,0.58533333,0.28366667
0.88446581,0.58500000,0.28366667
0.88451457,0.58466667,0.28366667
0.88458824,0.58433333,0.28366667
0.88466275,0.58400000,0.28366667
0.88467801,0.58366667,0.28366667
0.88471162,0.58366667,0.28333333
0.88472539,0.58333333,0.28333333
0.88473225,0.58333333,0.28300000
0.88473761,0.58300000,0.28300000
0.88474929,0.58300000,0.28266667
0.88477701,0.58266667,0.28266667
0.88492644,0.58266667,0.28233333
0.88493556,0.58266667,0.28200000
0.88494325,0.58233333,0.28200000
0.88502133,0.58233333,0.28166667
0.88506556,0.58200000,0.28166667
0.88510931,0.58166667,0.28166667
0.88512051,0.58166667,0.28133333
0.88515466,0.58166667,0.28100000
0.88521564,0.58166667,0.28066667
0.88525957,0.58166667,0.28033333
0.88541019,0.58166667,0.28000000
0.88543665,0.58166667,0.27966667
0.88544965,0.58133333,0.27966667
0.88550329,0.58133333,0.27933333
0.88570178,0.58100000,0.27933333
0.88572019,0.58100000,0.27900000
0.88572890,0.58100000,0.27866667
0.88573098,0.58100000,0.27833333
0.88577425,0.58100000,0.27800000
0.88581324,0.58100000,0.27766667
0.88596368,0.58066667,0.27766667
0.88599402,0.58066667,0.27733333
0.88602602,0.58066667,0.27700000
0.88605976,0.58033333,0.27700000
0.88609612,0.58000000,0.27700000
0.88612223,0.58000000,0.27666667
0.88617170,0.57966667,0.27666667
0.88627392,0.57966667,0.27633333
0.88630891,0.57933333,0.27633333
0.88635719,0.57900000,0.27633333
0.88639939,0.57900000,0.27600000
0.88640559,0.57900000,0.27566667
0.88645446,0.57900000,0.27533333
0.88648123,0.57866667,0.27533333
0.88658506,0.57866667,0.27500000
0.88659286,0.57833333,0.27500000
0.88661557,0.57800000,0.27500000
0.88670373,0.57766667,0.27500000
0.88675082,0.57733333,0.27500000
0.88675743,0.57700000,0.27500000
0.88677621,0.57666667,0.27500000
0.88678110,0.57666667,0.27466667
0.88682264,0.57633333,0.27466667
0.88694370,0.57633333,0.27433333
0.88697183,0.57600000,0.27433333
0.88705677,0.57600000,0.27400000
0.88706172,0.57600000,0.27366667
0.88706410,0.57566667,0.27366667
0.88707018,0.57566667,0.27333333
0.88714391,0.57566667,0.27300000
0.88715535,0.57533333,0.27300000
0.88718915,0.57533333,0.27266667
0.88725746,0.57533333,0.27233333
0.88729811,0.57500000,0.27233333
0.88733357,0.57466667,0.27233333
0.88735950,0.57433333,0.27233333
0.88764274,0.57433333,0.27200000
0.88767684,0.57400000,0.27200000
0.88767868,0.57400000,0.27166667
0.88771296,0.57400000,0.27133333
0.88774580,0.57366667,0.27133333
0.88774657,0.57333333,0.27133333
0.88776463,0.57333333,0.27100000
0.88790762,0.57333333,0.27066667
0.88791156,0.57333333,0.27033333
0.88797903,0.57300000,0.27033333
0.88804114,0.57300000,0.27000000
0.88807571,0.57300000,0.26966667
0.88807756,0.57300000,0.26933333
0.88810706,0.57300000,0.26900000
0.88813716,0.57266667,0.26900000
0.88815445,0.57233333,0.26900000
0.88819206,0.57233333,0.26866667
0.88827229,0.57200000,0.26866667
0.88827342,0.57200000,0.26833333
0.88832676,0.57166667,0.26833333
0.88837361,0.57133333,0.26833333
0.88840771,0.57133333,0.26800000
0.88846928,0.57133333,0.26766667
0.88852960,0.57100000,0.26766667
0.88855696,0.57100000,0.26733333
0.88856304,0.57066667,0.26733333
0.88856673,0.57066667,0.26700000
0.88859069,0.57066667,0.26666667
0.88862336,0.57033333,0.26666667
0.88867837,0.57000000,0.26666667
0.88876557,0.56966667,0.26666667
0.88890356,0.56933333,0.26666667
0.88895607,0.56933333,0.26633333
0.88898790,0.56933333,0.26600000
0.88915271,0.56900000,0.26600000
0.88916278,0.56900000,0.26566667
0.88917756,0.56900000,0.26533333
0.88918638,0.56866667,0.26533333
0.88920391,0.56833333,0.26533333
0.88925076,0.56833333,0.26500000
0.88925135,0.56800000,0.26500000
0.88926584,0.56766667,0.26500000
0.88926613,0.56766667,0.26466667
0.88937712,0.56766667,0.26433333
0.88941824,0.56766667,0.26400000
0.88948351,0.56733333,0.26400000
0.88949275,0.56700000,0.26400000
0.88958538,0.56700000,0.26366667
0.88965255,0.56700000,0.26333333
0.88970530,0.56666667,0.26333333
0.88976479,0.56666667,0.26300000
0.88978833,0.56633333,0.26300000
0.88979185,0.56633333,0.26266667
0.88979578,0.56633333,0.26233333
0.88986802,0.56600000,0.26233333
0.88990033,0.56600000,0.26200000
0.88997489,0.56566667,0.26200000
0.88999224,0.56566667,0.26166667
0.89000034,0.56533333,0.26166667
0.89006209,0.56500000,0.26166667
0.89007044,0.56466667,0.26166667
0.89015222,0.56433333,0.26166667
0.89016414,0.56433333,0.26133333
0.89017409,0.56400000,0.26133333
0.89018452,0.56400000,0.26100000
0.89024401,0.56400000,0.26066667
0.89031672,0.56400000,0.26033333
0.89038944,0.56400000,0.26000000
0.89044517,0.56400000,0.25966667
0.89045900,0.56400000,0.25933333
0.89046121,0.56366667,0.25933333
0.89054590,0.56366667,0.25900000
0.89064896,0.56333333,0.25900000
0.89067620,0.56333333,0.25866667
0.89067906,0.56300000,0.25866667
0.89069498,0.56266667,0.25866667
0.89070880,0.56233333,0.25866667
0.89077133,0.56233333,0.25833333
0.89082497,0.56200000,0.25833333
0.89082730,0.56200000,0.25800000
0.89084572,0.56166667,0.25800000
0.89085704,0.56133333,0.25800000
0.89087451,0.56100000,0.25800000
0.89102554,0.56066667,0.25800000
0.89105481,0.56033333,0.25800000
0.89106905,0.56000000,0.25800000
0.89121103,0.56000000,0.25766667
0.89123720,0.55966667,0.25766667
0.89126372,0.55933333,0.25766667
0.89128172,0.55900000,0.25766667
0.89129704,0.55900000,0.25733333
0.89135790,0.55900000,0.25700000
0.89139354,0.55866667,0.25700000
0.89145195,0.55866667,0.25666667
0.89151233,0.55866667,0.25633333
0.89152789,0.55866667,0.25600000
0.89155269,0.55866667,0.25566667
0.89155352,0.55833333,0.25566667
0.89156580,0.55800000,0.25566667
0.89173198,0.55800000,0.25533333
0.89176607,0.55766667,0.25533333
0.89179003,0.55733333,0.25533333
0.89179200,0.55733333,0.25500000
0.89180517,0.55733333,0.25466667
0.89184201,0.55700000,0.25466667
0.89186615,0.55700000,0.25433333
0.89187568,0.55700000,0.25400000
0.89188021,0.55700000,0.25366667
0.89189291,0.55700000,0.25333333
0.89189339,0.55700000,0.25300000
0.89195812,0.55700000,0.25266667
0.89196020,0.55700000,0.25233333
0.89200068,0.55666667,0.25233333
0.89204121,0.55666667,0.25200000
0.89204520,0.55633333,0.25200000
0.89205825,0.55600000,0.25200000
0.89212728,0.55566667,0.25200000
0.89215726,0.55533333,0.25200000
0.89215958,0.55500000,0.25200000
0.89230251,0.55466667,0.25200000
0.89230442,0.55433333,0.25200000
0.89231032,0.55433333,0.25166667
0.89237916,0.55400000,0.25166667
0.89240736,0.55400000,0.25133333
0.89242423,0.55366667,0.25133333
0.89251405,0.55366667,0.25100000
0.89254683,0.55333333,0.25100000
0.89255869,0.55333333,0.25066667
0.89257181,0.55333333,0.25033333
0.89261466,0.55333333,0.25000000
0.89261597,0.55300000,0.25000000
0.89273673,0.55300000,0.24966667
0.89274681,0.55266667,0.24966667
0.89275098,0.55233333,0.24966667
0.89277637,0.55200000,0.24966667
0.89281398,0.55166667,0.24966667
0.89283526,0.55133333,0.24966667
0.89284480,0.55100000,0.24966667
0.89288527,0.55066667,0.24966667
0.89293218,0.55066667,0.24933333
0.89304554,0.55066667,0.24900000
0.89307231,0.55033333,0.24900000
0.89310515,0.55033333,0.24866667
0.89312631,0.55000000,0.24866667
0.89312792,0.54966667,0.24866667
0.89330894,0.54933333,0.24866667
0.89332008,0.54900000,0.24866667
0.89336377,0.54900000,0.24833333
0.89340776,0.54900000,0.24800000
0.89343011,0.54866667,0.24800000
0.89352536,0.54866667,0.24766667
0.89355099,0.54866667,0.24733333
0.89355838,0.54833333,0.24733333
0.89355934,0.54800000,0.24733333
0.89357114,0.54766667,0.24733333
0.89360738,0.54766667,0.24700000
0.89363110,0.54733333,0.24700000
0.89368904,0.54733333,0.24666667
0.89374006,0.54700000,0.24666667
0.89376545,0.54666667,0.24666667
0.89380199,0.54666667,0.24633333
0.89386648,0.54633333,0.24633333
0.89389914,0.54633333,0.24600000
0.89390403,0.54633333,0.24566667
0.89393216,0.54633333,0.24533333
0.89393830,0.54633333,0.24500000
0.89401418,0.54633333,0.24466667
0.89408112,0.54600000,0.24466667
0.89412755,0.54600000,0.24433333
0.89412957,0.54566667,0.24433333
0.89414954,0.54566667,0.24400000
0.89415419,0.54566667,0.24366667
0.89417791,0.54566667,0.24333333
0.89418030,0.54566667,0.24300000
0.89421183,0.54566667,0.24266667
0.89434898,0.54566667,0.24233333
0.89445233,0.54566667,0.24200000
0.89460826,0.54566667,0.24166667
0.89464748,0.54566667,0.24133333
0.89472127,0.54533333,0.24133333
0.89474010,0.54533333,0.24100000
0.89474761,0.54500000,0.24100000
0.89475352,0.54466667,0.24100000
0.89475751,0.54433333,0.24100000
0.89477265,0.54433333,0.24066667
0.89482760,0.54433333,0.24033333
0.89485013,0.54400000,0.24033333
0.89493102,0.54366667,0.24033333
0.89497209,0.54366667,0.24000000
0.89497650,0.54333333,0.24000000
0.89503968,0.54333333,0.23966667
0.89512527,0.54333333,0.23933333
0.89518726,0.54300000,0.23933333
0.89528251,0.54300000,0.23900000
0.89529347,0.54300000,0.23866667
0.89530694,0.54266667,0.23866667
0.89537823,0.54266667,0.23833333
0.89547640,0.54233333,0.23833333
0.89547646,0.54200000,0.23833333
0.89557332,0.54200000,0.23800000
0.89557689,0.54200000,0.23766667
0.89561146,0.54200000,0.23733333
0.89561355,0.54200000,0.23700000
0.89568007,0.54166667,0.23700000
0.89572126,0.54133333,0.23700000
0.89576805,0.54100000,0.23700000
0.89581823,0.54066667,0.23700000
0.89582264,0.54066667,0.23666667
0.89587748,0.54033333,0.23666667
0.89593369,0.54000000,0.23666667
0.89593452,0.53966667,0.23666667
0.89595652,0.53933333,0.23666667
0.89596415,0.53900000,0.23666667
0.89596927,0.53866667,0.23666667
0.89605647,0.53866667,0.23633333
0.89608413,0.53866667,0.23600000
0.89610851,0.53866667,0.23566667
0.89614302,0.53833333,0.23566667
0.89615649,0.53800000,0.23566667
0.89623272,0.53800000,0.23533333
0.89626217,0.53766667,0.23533333
0.89628512,0.53733333,0.23533333
0.89636981,0.53700000,0.23533333
0.89637506,0.53666667,0.23533333
0.89643395,0.53666667,0.23500000
0.89645803,0.53666667,0.23466667
0.89645928,0.53633333,0.23466667
0.89650553,0.53600000,0.23466667
0.89654326,0.53566667,0.23466667
0.89659250,0.53566667,0.23433333
0.89661151,0.53533333,0.23433333
0.89664561,0.53533333,0.23400000
0.89667749,0.53500000,0.23400000
0.89667821,0.53433333,0.23400000
0.89668876,0.53433333,0.23366667
0.89669907,0.53400000,0.23366667
0.89673525,0.53366667,0.23366667
0.89673662,0.53333333,0.23366667
0.89679062,0.53333333,0.23333333
0.89680398,0.53300000,0.23333333
0.89684951,0.53266667,0.23333333
0.89686102,0.53233333,0.23333333
0.89690304,0.53233333,0.23300000
0.89694923,0.53200000,0.23300000
0.89697343,0.53200000,0.23266667
0.89697987,0.53200000,0.23233333
0.89699548,0.53200000,0.23200000
0.89699990,0.53200000,0.23166667
0.89700389,0.53166667,0.23166667
0.89706713,0.53133333,0.23166667
0.89707416,0.53133333,0.23133333
0.89709944,0.53100000,0.23133333
0.89713144,0.53100000,0.23100000
0.89713424,0.53066667,0.23100000
0.89716196,0.53033333,0.23100000
0.89721477,0.53000000,0.23100000
0.89721578,0.53000000,0.23066667
0.89725280,0.53000000,0.23033333
0.89727747,0.53000000,0.23000000
0.89729035,0.52966667,0.23000000
0.89730763,0.52933333,0.23000000
0.89732528,0.52933333,0.22966667
0.89732718,0.52900000,0.22966667
0.89733833,0.52900000,0.22933333
0.89738274,0.52866667,0.22933333
0.89739341,0.52833333,0.22933333
0.89739382,0.52833333,0.22900000
0.89753079,0.52833333,0.22866667
0.89753801,0.52800000,0.22866667
0.89754730,0.52800000,0.22833333
0.89760923,0.52800000,0.22800000
0.89792454,0.52800000,0.22766667
0.89802557,0.52800000,0.22733333
0.89804715,0.52766667,0.22733333
0.89819407,0.52733333,0.22733333
0.89827871,0.52700000,0.22733333
0.89829093,0.52666667,0.22733333
0.89831197,0.52666667,0.22700000
0.89832473,0.52666667,0.22666667
0.89834654,0.52633333,0.22666667
0.89840901,0.52600000,0.22666667
0.89841402,0.52600000,0.22633333
0.89846516,0.52566667,0.22633333
0.89847636,0.52533333,0.22633333
0.89865553,0.52533333,0.22600000
0.89867121,0.52500000,0.22600000
0.89873499,0.52500000,0.22566667
0.89889342,0.52466667,0.22566667
0.89893246,0.52466667,0.22533333
0.89893651,0.52433333,0.22533333
0.89901620,0.52400000,0.22533333
0.89902043,0.52366667,0.22533333
0.89907742,0.52333333,0.22533333
0.89916813,0.52333333,0.22500000
0.89916915,0.52300000,0.22500000
0.89920980,0.52300000,0.22466667
0.89923787,0.52300000,0.22433333
0.89924157,0.52300000,0.22400000
0.89930201,0.52266667,0.22400000
0.89933491,0.52233333,0.22400000
0.89936042,0.52233333,0.22366667
0.89946872,0.52233333,0.22333333
0.89948964,0.52233333,0.22300000
0.89955026,0.52200000,0.22300000
0.89961851,0.52200000,0.22266667
0.89967608,0.52166667,0.22266667
0.89969110,0.52133333,0.22266667
0.89974022,0.52133333,0.22233333
0.89980400,0.52100000,0.22233333
0.89983344,0.52066667,0.22233333
0.89985609,0.52066667,0.22200000
0.89986449,0.52066667,0.22166667
0.89987040,0.52066667,0.22133333
0.89987355,0.52066667,0.22100000
0.90003812,0.52066667,0.22066667
0.90004432,0.52066667,0.22033333
0.90007907,0.52033333,0.22033333
0.90009999,0.52000000,0.22033333
0.90010035,0.52000000,0.22000000
0.90014696,0.52000000,0.21966667
0.90017724,0.51966667,0.21966667
0.90019190,0.51933333,0.21966667
0.90037781,0.51900000,0.21966667
0.90050030,0.51866667,0.21966667
0.90052271,0.51866667,0.21933333
0.90054703,0.51866667,0.21900000
0.90057540,0.51866667,0.21866667
0.90060949,0.51833333,0.21866667
0.90067357,0.51833333,0.21833333
0.90073377,0.51833333,0.21800000
0.90083814,0.51833333,0.21766667
0.90088308,0.51833333,0.21733333
0.90089053,0.51800000,0.21733333
0.90090179,0.51766667,0.21733333
0.90090656,0.51766667,0.21700000
0.90093279,0.51733333,0.21700000
0.90093911,0.51700000,0.21700000
0.90099168,0.51700000,0.21666667
0.90102059,0.51700000,0.21633333
0.90103620,0.51666667,0.21633333
0.90104979,0.51633333,0.21633333
0.90105367,0.51600000,0.21633333
0.90118611,0.51600000,0.21600000
0.90118837,0.51566667,0.21600000
0.90127903,0.51533333,0.21600000
0.90128601,0.51500000,0.21600000
0.90128988,0.51466667,0.21600000
0.90130365,0.51433333,0.21600000
0.90130806,0.51433333,0.21566667
0.90134889,0.51400000,0.21566667
0.90137315,0.51366667,0.21566667
0.90137696,0.51366667,0.21533333
0.90138245,0.51366667,0.21500000
0.90144461,0.51366667,0.21466667
0.90147078,0.51366667,0.21433333
0.90147495,0.51366667,0.21400000
0.90153027,0.51333333,0.21400000
0.90161943,0.51300000,0.21400000
0.90167528,0.51300000,0.21366667
0.90171564,0.51266667,0.21366667
0.90171719,0.51266667,0.21333333
0.90175927,0.51266667,0.21300000
0.90180671,0.51266667,0.21266667
0.90181112,0.51233333,0.21266667
0.90193284,0.51233333,0.21233333
0.90197343,0.51200000,0.21233333
0.90205014,0.51200000,0.21200000
0.90206617,0.51166667,0.21200000
0.90211606,0.51166667,0.21166667
0.90217876,0.51166667,0.21133333
0.90220284,0.51133333,0.21133333
0.90228188,0.51133333,0.21100000
0.90228593,0.51100000,0.21100000
0.90233970,0.51066667,0.21100000
0.90236592,0.51033333,0.21100000
0.90238267,0.51033333,0.21066667
0.90240651,0.51000000,0.21066667
0.90244353,0.50966667,0.21066667
0.90244663,0.50933333,0.21066667
0.90254116,0.50933333,0.21033333
0.90258604,0.50900000,0.21033333
0.90259087,0.50866667,0.21033333
0.90260100,0.50833333,0.21033333
0.90266073,0.50833333,0.21000000
0.90270293,0.50800000,0.21000000
0.90273392,0.50766667,0.21000000
0.90273440,0.50733333,0.21000000
0.90273869,0.50700000,0.21000000
0.90275657,0.50700000,0.20966667
0.90279198,0.50666667,0.20966667
0.90284973,0.50633333,0.20966667
0.90287584,0.50633333,0.20933333
